Nation,Year,Pop
Turks and Caicos Islands,Year1983,0.00852
Uruguay,Year1983,2.98883
Saint Pierre and Miquelon,Year1983,0.00607
Venezuela,Year1983,16.08442
"Virgin Islands,  U.S.",Year1983,0.10035
"Virgin Islands, British",Year1983,0.01226
Europe,Year1983,537.6101
Albania,Year1983,2.83732
Austria,Year1983,7.5529
Belgium,Year1983,9.85552
Bosnia and Herzegovina,Year1983,--
Bulgaria,Year1983,8.91028
Croatia,Year1983,--
United States,Year1983,233.79199
Cyprus,Year1983,0.6565
Czech Republic,Year1983,--
Denmark,Year1983,5.1143
Faroe Islands,Year1983,0.04457
Finland,Year1983,4.85579
Former Czechoslovakia,Year1983,15.38826
Former Serbia and Montenegro,Year1983,--
Former Yugoslavia,Year1983,22.19868
France,Year1983,54.78401
Germany,Year1983,--
Central & South America,Year1983,312.51136
"Germany, East",Year1983,16.74166
"Germany, West",Year1983,61.38
Gibraltar,Year1983,0.02835
Greece,Year1983,9.84053
Hungary,Year1983,10.68946
Iceland,Year1983,0.23704
Ireland,Year1983,3.504
Italy,Year1983,56.65244
Luxembourg,Year1983,0.36589
Macedonia,Year1983,--
Antarctica,Year1983,
Malta,Year1983,0.35577
Montenegro,Year1983,--
Netherlands,Year1983,14.36238
Norway,Year1983,4.12843
Poland,Year1983,36.57142
Portugal,Year1983,9.87224
Romania,Year1983,22.40728
Serbia,Year1983,--
Slovakia,Year1983,--
Slovenia,Year1983,--
Antigua and Barbuda,Year1983,0.06562
Spain,Year1983,38.18417
Sweden,Year1983,8.32903
Switzerland,Year1983,6.52752
Turkey,Year1983,48.66062
United Kingdom,Year1983,56.57376
Eurasia,Year1983,272.79689
Armenia,Year1983,--
Azerbaijan,Year1983,--
Belarus,Year1983,--
Estonia,Year1983,--
North America,Year1984,336.72143
Bermuda,Year1984,0.05585
Argentina,Year1984,30.23064
Former U.S.S.R.,Year1984,275.30423
Georgia,Year1984,--
Kazakhstan,Year1984,--
Kyrgyzstan,Year1984,--
Latvia,Year1984,--
Lithuania,Year1984,--
Moldova,Year1984,--
Russia,Year1984,--
Tajikistan,Year1984,--
Turkmenistan,Year1984,--
Aruba,Year1984,--
Ukraine,Year1984,--
Uzbekistan,Year1984,--
Middle East,Year1984,109.62352
Bahrain,Year1984,0.4083
Iran,Year1984,46.79208
Iraq,Year1984,15.16055
Israel,Year1984,3.99734
Jordan,Year1984,2.53438
Kuwait,Year1984,1.63731
Lebanon,Year1984,3.11544
"Bahamas, The",Year1984,0.22462
Oman,Year1984,1.43812
Palestine,Year1984,--
Qatar,Year1984,0.32447
Saudi Arabia,Year1984,12.60694
Syria,Year1984,10.09494
United Arab Emirates,Year1984,1.28439
Yemen,Year1984,10.22927
Africa,Year1984,538.6777
Algeria,Year1984,21.34055
Angola,Year1984,7.44245
Barbados,Year1984,0.25611
Benin,Year1984,3.90705
Botswana,Year1984,1.0434
Burkina Faso,Year1984,6.98504
Burundi,Year1984,4.81683
Cameroon,Year1984,9.86713
Cape Verde,Year1984,0.31249
Central African Republic,Year1984,2.62927
Chad,Year1984,5.02517
Comoros,Year1984,0.36603
Congo (Brazzaville),Year1984,1.88398
Belize,Year1984,0.16081
Congo (Kinshasa),Year1984,32.34098
Cote dIvoire (IvoryCoast),Year1984,9.96343
Djibouti,Year1984,0.37461
Egypt,Year1984,48.55016
Equatorial Guinea,Year1984,0.31464
Eritrea,Year1984,--
Ethiopia,Year1984,44.5123
Gabon,Year1984,0.80526
"Gambia, The",Year1984,0.764
Ghana,Year1984,12.83231
Bolivia,Year1984,5.83429
Guinea,Year1984,4.95358
Guinea-Bissau,Year1984,0.86478
Kenya,Year1984,19.05021
Lesotho,Year1984,1.51111
Liberia,Year1984,2.09577
Libya,Year1984,3.62917
Madagascar,Year1984,9.74054
Malawi,Year1984,7.10435
Mali,Year1984,7.36021
Mauritania,Year1984,1.68477
Brazil,Year1984,134.69947
Mauritius,Year1984,1.01204
Morocco,Year1984,21.16079
Mozambique,Year1984,12.92282
Namibia,Year1984,--
Niger,Year1984,6.70405
Nigeria,Year1984,82.72429
Reunion,Year1984,0.54
Rwanda,Year1984,5.83374
Saint Helena,Year1984,0.00749
Sao Tome and Principe,Year1984,0.10212
Cayman Islands,Year1984,0.02002
Senegal,Year1984,6.2137
Seychelles,Year1984,0.0665
Sierra Leone,Year1984,3.62254
Somalia,Year1984,6.21774
South Africa,Year1984,34.35109
Sudan,Year1984,22.40189
Swaziland,Year1984,0.69634
Tanzania,Year1984,20.98409
Togo,Year1984,3.02179
Tunisia,Year1984,7.18453
Chile,Year1984,11.87977
Uganda,Year1984,13.91951
Western Sahara,Year1984,0.1724
Zambia,Year1984,6.50548
Zimbabwe,Year1984,8.24121
Asia & Oceania,Year1984,2655.88059
Afghanistan,Year1984,12.75384
American Samoa,Year1984,0.03709
Australia,Year1984,15.51048
Bangladesh,Year1984,100.27995
Bhutan,Year1984,0.51189
Colombia,Year1984,29.09546
Brunei,Year1984,0.21122
Burma (Myanmar),Year1984,36.03536
Cambodia,Year1984,7.69058
China,Year1984,1042.75605
Cook Islands,Year1984,0.01774
Fiji,Year1984,0.68557
French Polynesia,Year1984,0.17028
Guam,Year1984,0.1173
Hawaiian Trade Zone,Year1984,
Hong Kong,Year1984,5.3979
Canada,Year1984,25.7018
Costa Rica,Year1984,2.5676
India,Year1984,744.01697
Indonesia,Year1984,163.61264
Japan,Year1984,120.0347
Kiribati,Year1984,0.06115
"Korea, North",Year1984,18.196
"Korea, South",Year1984,40.406
Laos,Year1984,3.57671
Macau,Year1984,0.29898
Malaysia,Year1984,15.19792
Maldives,Year1984,0.1721
Cuba,Year1984,9.97373
Mongolia,Year1984,1.85569
Nauru,Year1984,0.00833
Nepal,Year1984,16.15506
New Caledonia,Year1984,0.14966
New Zealand,Year1984,3.29609
Niue,Year1984,0.002
Pakistan,Year1984,99.35434
Papua New Guinea,Year1984,3.1469
Philippines,Year1984,56.25788
Samoa,Year1984,0.16066
Dominica,Year1984,0.07399
Singapore,Year1984,2.7433
Solomon Islands,Year1984,0.26401
Sri Lanka,Year1984,15.97692
Taiwan,Year1984,19.08335
Thailand,Year1984,50.53378
Timor-Leste (East Timor),Year1984,--
Tonga,Year1984,0.09288
U.S. Pacific Islands,Year1984,0.15825
Vanuatu,Year1984,0.13103
Vietnam,Year1984,58.76204
Dominican Republic,Year1984,6.24155
Wake Island,Year1984,
World,Year1984,4775.05313
Ecuador,Year1984,8.82583
El Salvador,Year1984,4.59375
Falkland Islands (Islas Malvinas),Year1984,0.002
French Guiana,Year1984,0.08
Grenada,Year1984,0.09274
Guadeloupe,Year1984,0.35
Greenland,Year1984,0.05263
Guatemala,Year1984,7.38034
Guyana,Year1984,0.76207
Haiti,Year1984,5.98898
Honduras,Year1984,3.93299
Jamaica,Year1984,2.31306
Martinique,Year1984,0.35
Montserrat,Year1984,0.01144
Netherlands Antilles,Year1984,0.24385
Nicaragua,Year1984,3.12177
Panama,Year1984,2.12346
Mexico,Year1984,75.08014
Paraguay,Year1984,3.53055
Peru,Year1984,19.01088
Puerto Rico,Year1984,3.35004
Saint Kitts and Nevis,Year1984,0.04309
Saint Lucia,Year1984,0.12912
Saint Vincent/Grenadines,Year1984,0.10289
Suriname,Year1984,0.37426
Trinidad and Tobago,Year1984,1.16888
Turks and Caicos Islands,Year1984,0.00891
Uruguay,Year1984,3.00827
Saint Pierre and Miquelon,Year1984,0.00611
Venezuela,Year1984,16.54452
"Virgin Islands,  U.S.",Year1984,0.1006
"Virgin Islands, British",Year1984,0.01273
Europe,Year1984,539.96611
Albania,Year1984,2.896
Austria,Year1984,7.55413
Belgium,Year1984,9.8553
Bosnia and Herzegovina,Year1984,--
Bulgaria,Year1984,8.92827
Croatia,Year1984,--
United States,Year1984,235.8249
Cyprus,Year1984,0.66797
Czech Republic,Year1984,--
Denmark,Year1984,5.11162
Faroe Islands,Year1984,0.04506
Finland,Year1984,4.88179
Former Czechoslovakia,Year1984,15.4233
Former Serbia and Montenegro,Year1984,--
Former Yugoslavia,Year1984,22.31823
France,Year1984,55.08925
Germany,Year1984,--
Central & South America,Year1984,318.87955
"Germany, East",Year1984,16.72542
"Germany, West",Year1984,61.13
Gibraltar,Year1984,0.02823
Greece,Year1984,9.88717
Hungary,Year1984,10.6681
Iceland,Year1984,0.2395
Ireland,Year1984,3.529
Italy,Year1984,56.71946
Luxembourg,Year1984,0.36627
Macedonia,Year1984,--
Antarctica,Year1984,
Malta,Year1984,0.35138
Montenegro,Year1984,--
Netherlands,Year1984,14.42002
Norway,Year1984,4.14009
Poland,Year1984,36.90413
Portugal,Year1984,9.88539
Romania,Year1984,22.45379
Serbia,Year1984,--
Slovakia,Year1984,--
Slovenia,Year1984,--
Antigua and Barbuda,Year1984,0.06447
Spain,Year1984,38.36286
Sweden,Year1984,8.34262
Switzerland,Year1984,6.55628
Turkey,Year1984,49.83974
United Kingdom,Year1984,56.64573
Eurasia,Year1984,275.30423
Armenia,Year1984,--
Azerbaijan,Year1984,--
Belarus,Year1984,--
Estonia,Year1984,--
North America,Year1985,340.74811
Bermuda,Year1985,0.05618
Argentina,Year1985,30.67176
Former U.S.S.R.,Year1985,277.78052
Georgia,Year1985,--
Kazakhstan,Year1985,--
Kyrgyzstan,Year1985,--
Latvia,Year1985,--
Lithuania,Year1985,--
Moldova,Year1985,--
Russia,Year1985,--
Tajikistan,Year1985,--
Turkmenistan,Year1985,--
Aruba,Year1985,--
Ukraine,Year1985,--
Uzbekistan,Year1985,--
Middle East,Year1985,113.89203
Bahrain,Year1985,0.42399
Iran,Year1985,48.61894
Iraq,Year1985,15.69362
Israel,Year1985,4.06847
Jordan,Year1985,2.63036
Kuwait,Year1985,1.73282
Lebanon,Year1985,3.17096
"Bahamas, The",Year1985,0.2282
Oman,Year1985,1.49723
Palestine,Year1985,--
Qatar,Year1985,0.35603
Saudi Arabia,Year1985,13.33007
Syria,Year1985,10.46614
United Arab Emirates,Year1985,1.36348
Yemen,Year1985,10.53993
Africa,Year1985,553.7385
Algeria,Year1985,22.00845
Angola,Year1985,7.58471
Barbados,Year1985,0.25725
Benin,Year1985,4.03048
Botswana,Year1985,1.07969
Burkina Faso,Year1985,7.17093
Burundi,Year1985,4.92176
Cameroon,Year1985,10.19137
Cape Verde,Year1985,0.31689
Central African Republic,Year1985,2.71415
Chad,Year1985,5.06604
Comoros,Year1985,0.3753
Congo (Brazzaville),Year1985,1.94177
Belize,Year1985,0.16556
Congo (Kinshasa),Year1985,33.34422
Cote dIvoire (IvoryCoast),Year1985,10.33168
Djibouti,Year1985,0.38222
Egypt,Year1985,50.05238
Equatorial Guinea,Year1985,0.32519
Eritrea,Year1985,--
Ethiopia,Year1985,45.16862
Gabon,Year1985,0.83304
"Gambia, The",Year1985,0.79055
Ghana,Year1985,13.22862
Bolivia,Year1985,5.93494
Guinea,Year1985,5.22674
Guinea-Bissau,Year1985,0.88506
Kenya,Year1985,19.76149
Lesotho,Year1985,1.55164
Liberia,Year1985,2.16175
Libya,Year1985,3.68003
Madagascar,Year1985,10.02863
Malawi,Year1985,7.33001
Mali,Year1985,7.5062
Mauritania,Year1985,1.72347
Brazil,Year1985,137.38198
Mauritius,Year1985,1.02054
Morocco,Year1985,21.64379
Mozambique,Year1985,13.0626
Namibia,Year1985,--
Niger,Year1985,6.86921
Nigeria,Year1985,84.88938
Reunion,Year1985,0.55
Rwanda,Year1985,5.98659
Saint Helena,Year1985,0.00794
Sao Tome and Principe,Year1985,0.10419
Cayman Islands,Year1985,0.02085
Senegal,Year1985,6.37841
Seychelles,Year1985,0.06718
Sierra Leone,Year1985,3.70309
Somalia,Year1985,6.45854
South Africa,Year1985,35.45826
Sudan,Year1985,23.14525
Swaziland,Year1985,0.72157
Tanzania,Year1985,21.61843
Togo,Year1985,3.12943
Tunisia,Year1985,7.3637
Chile,Year1985,12.0678
Uganda,Year1985,14.39174
Western Sahara,Year1985,0.17933
Zambia,Year1985,6.71579
Zimbabwe,Year1985,8.56049
Asia & Oceania,Year1985,2702.75408
Afghanistan,Year1985,13.09371
American Samoa,Year1985,0.03863
Australia,Year1985,15.69524
Bangladesh,Year1985,102.30835
Bhutan,Year1985,0.5292
Colombia,Year1985,29.74762
Brunei,Year1985,0.21784
Burma (Myanmar),Year1985,36.76587
Cambodia,Year1985,7.84124
China,Year1985,1058.00772
Cook Islands,Year1985,0.01749
Fiji,Year1985,0.69894
French Polynesia,Year1985,0.17541
Guam,Year1985,0.12062
Hawaiian Trade Zone,Year1985,
Hong Kong,Year1985,5.4562
Canada,Year1985,25.9416
Costa Rica,Year1985,2.64431
India,Year1985,759.61221
Indonesia,Year1985,166.77028
Japan,Year1985,120.75434
Kiribati,Year1985,0.06203
"Korea, North",Year1985,18.48142
"Korea, South",Year1985,40.806
Laos,Year1985,3.65717
Macau,Year1985,0.30584
Malaysia,Year1985,15.64911
Maldives,Year1985,0.1773
Cuba,Year1985,10.06563
Mongolia,Year1985,1.9077
Nauru,Year1985,0.00852
Nepal,Year1985,16.56998
New Caledonia,Year1985,0.15259
New Zealand,Year1985,3.32181
Niue,Year1985,0.002
Pakistan,Year1985,102.07865
Papua New Guinea,Year1985,3.22893
Philippines,Year1985,57.70569
Samoa,Year1985,0.16074
Dominica,Year1985,0.07311
Singapore,Year1985,2.7499
Solomon Islands,Year1985,0.27293
Sri Lanka,Year1985,16.18811
Taiwan,Year1985,19.33736
Thailand,Year1985,51.34181
Timor-Leste (East Timor),Year1985,--
Tonga,Year1985,0.09335
U.S. Pacific Islands,Year1985,0.16406
Vanuatu,Year1985,0.13473
Vietnam,Year1985,60.09307
Dominican Republic,Year1985,6.37855
Wake Island,Year1985,
World,Year1985,4856.52116
Ecuador,Year1985,9.06166
El Salvador,Year1985,4.67105
Falkland Islands (Islas Malvinas),Year1985,0.002
French Guiana,Year1985,0.09
Grenada,Year1985,0.09306
Guadeloupe,Year1985,0.354
Greenland,Year1985,0.05315
Guatemala,Year1985,7.58084
Guyana,Year1985,0.76225
Haiti,Year1985,6.11992
Honduras,Year1985,4.07731
Jamaica,Year1985,2.31818
Martinique,Year1985,0.353
Montserrat,Year1985,0.01132
Netherlands Antilles,Year1985,0.24443
Nicaragua,Year1985,3.19084
Panama,Year1985,2.16762
Mexico,Year1985,76.76723
Paraguay,Year1985,3.63346
Peru,Year1985,19.43193
Puerto Rico,Year1985,3.38211
Saint Kitts and Nevis,Year1985,0.04293
Saint Lucia,Year1985,0.13101
Saint Vincent/Grenadines,Year1985,0.10385
Suriname,Year1985,0.38042
Trinidad and Tobago,Year1985,1.18903
Turks and Caicos Islands,Year1985,0.00932
Uruguay,Year1985,3.0121
Saint Pierre and Miquelon,Year1985,0.00616
Venezuela,Year1985,16.99751
"Virgin Islands,  U.S.",Year1985,0.10076
"Virgin Islands, British",Year1985,0.01318
Europe,Year1985,542.38088
Albania,Year1985,2.9567
Austria,Year1985,7.55978
Belgium,Year1985,9.8582
Bosnia and Herzegovina,Year1985,--
Bulgaria,Year1985,8.94357
Croatia,Year1985,--
United States,Year1985,237.9238
Cyprus,Year1985,0.67922
Czech Republic,Year1985,--
Denmark,Year1985,5.11369
Faroe Islands,Year1985,0.04557
Finland,Year1985,4.90178
Former Czechoslovakia,Year1985,15.45479
Former Serbia and Montenegro,Year1985,--
Former Yugoslavia,Year1985,22.45474
France,Year1985,55.31477
Germany,Year1985,--
Central & South America,Year1985,325.22704
"Germany, East",Year1985,16.71491
"Germany, West",Year1985,60.97
Gibraltar,Year1985,0.02865
Greece,Year1985,9.92325
Hungary,Year1985,10.64871
Iceland,Year1985,0.2414
Ireland,Year1985,3.54
Italy,Year1985,56.7538
Luxembourg,Year1985,0.36717
Macedonia,Year1985,--
Antarctica,Year1985,
Malta,Year1985,0.34704
Montenegro,Year1985,--
Netherlands,Year1985,14.49138
Norway,Year1985,4.15242
Poland,Year1985,37.22579
Portugal,Year1985,9.89719
Romania,Year1985,22.5212
Serbia,Year1985,--
Slovakia,Year1985,--
Slovenia,Year1985,--
Antigua and Barbuda,Year1985,0.0644
Spain,Year1985,38.53485
Sweden,Year1985,8.35634
Switzerland,Year1985,6.59065
Turkey,Year1985,50.99701
United Kingdom,Year1985,56.79629
Eurasia,Year1985,277.78052
Armenia,Year1985,--
Azerbaijan,Year1985,--
Belarus,Year1985,--
Estonia,Year1985,--
North America,Year1986,344.89548
Bermuda,Year1986,0.05651
Argentina,Year1986,31.14499
Former U.S.S.R.,Year1986,280.2583
Georgia,Year1986,--
Kazakhstan,Year1986,--
Kyrgyzstan,Year1986,--
Latvia,Year1986,--
Lithuania,Year1986,--
Moldova,Year1986,--
Russia,Year1986,--
Tajikistan,Year1986,--
Turkmenistan,Year1986,--
Aruba,Year1986,0.0598
Ukraine,Year1986,--
Uzbekistan,Year1986,--
Middle East,Year1986,118.1603
Bahrain,Year1986,0.43962
Iran,Year1986,50.46435
Iraq,Year1986,16.24734
Israel,Year1986,4.13968
Jordan,Year1986,2.7275
Kuwait,Year1986,1.81154
Lebanon,Year1986,3.22558
"Bahamas, The",Year1986,0.23143
Oman,Year1986,1.55439
Palestine,Year1986,--
Qatar,Year1986,0.38726
Saudi Arabia,Year1986,13.9983
Syria,Year1986,10.84857
United Arab Emirates,Year1986,1.44657
Yemen,Year1986,10.86958
Africa,Year1986,569.05927
Algeria,Year1986,22.64254
Angola,Year1986,7.74863
Barbados,Year1986,0.25827
Benin,Year1986,4.15785
Botswana,Year1986,1.11576
Burkina Faso,Year1986,7.3711
Burundi,Year1986,5.01886
Cameroon,Year1986,10.53015
Cape Verde,Year1986,0.32134
Central African Republic,Year1986,2.77536
Chad,Year1986,5.2142
Comoros,Year1986,0.38505
Congo (Brazzaville),Year1986,2.00214
Belize,Year1986,0.17124
Congo (Kinshasa),Year1986,34.37623
Cote dIvoire (IvoryCoast),Year1986,10.71206
Djibouti,Year1986,0.39651
Egypt,Year1986,51.59343
Equatorial Guinea,Year1986,0.33365
Eritrea,Year1986,--
Ethiopia,Year1986,45.98822
Gabon,Year1986,0.85945
"Gambia, The",Year1986,0.81876
Ghana,Year1986,13.78192
Bolivia,Year1986,6.04135
Guinea,Year1986,5.39433
Guinea-Bissau,Year1986,0.90593
Kenya,Year1986,20.47712
Lesotho,Year1986,1.5866
Liberia,Year1986,2.23038
Libya,Year1986,3.70454
Madagascar,Year1986,10.32739
Malawi,Year1986,7.60855
Mali,Year1986,7.65726
Mauritania,Year1986,1.76368
Brazil,Year1986,140.19628
Mauritius,Year1986,1.02823
Morocco,Year1986,22.12744
Mozambique,Year1986,13.14302
Namibia,Year1986,--
Niger,Year1986,7.03981
Nigeria,Year1986,87.09224
Reunion,Year1986,0.56
Rwanda,Year1986,6.16171
Saint Helena,Year1986,0.00831
Sao Tome and Principe,Year1986,0.10635
Cayman Islands,Year1986,0.02144
Senegal,Year1986,6.54979
Seychelles,Year1986,0.06784
Sierra Leone,Year1986,3.78739
Somalia,Year1986,6.71493
South Africa,Year1986,36.34173
Sudan,Year1986,23.78422
Swaziland,Year1986,0.74942
Tanzania,Year1986,22.28417
Togo,Year1986,3.24072
Tunisia,Year1986,7.54708
Chile,Year1986,12.261
Uganda,Year1986,14.91072
Western Sahara,Year1986,0.18648
Zambia,Year1986,6.95192
Zimbabwe,Year1986,8.87678
Asia & Oceania,Year1986,2751.06581
Afghanistan,Year1986,13.08496
American Samoa,Year1986,0.04016
Australia,Year1986,15.90042
Bangladesh,Year1986,104.34543
Bhutan,Year1986,0.54681
Colombia,Year1986,30.41039
Brunei,Year1986,0.22473
Burma (Myanmar),Year1986,37.51768
Cambodia,Year1986,8.10142
China,Year1986,1074.52256
Cook Islands,Year1986,0.01765
Fiji,Year1986,0.71299
French Polynesia,Year1986,0.18064
Guam,Year1986,0.12288
Hawaiian Trade Zone,Year1986,
Hong Kong,Year1986,5.5246
Canada,Year1986,26.2038
Costa Rica,Year1986,2.72338
India,Year1986,775.06324
Indonesia,Year1986,169.89552
Japan,Year1986,121.49191
Kiribati,Year1986,0.06377
"Korea, North",Year1986,18.77246
"Korea, South",Year1986,41.214
Laos,Year1986,3.76177
Macau,Year1986,0.3122
Malaysia,Year1986,16.11117
Maldives,Year1986,0.18461
Cuba,Year1986,10.14438
Mongolia,Year1986,1.9608
Nauru,Year1986,0.00871
Nepal,Year1986,17.00221
New Caledonia,Year1986,0.15558
New Zealand,Year1986,3.33863
Niue,Year1986,0.002
Pakistan,Year1986,105.23962
Papua New Guinea,Year1986,3.31375
Philippines,Year1986,59.18595
Samoa,Year1986,0.16086
Dominica,Year1986,0.07238
Singapore,Year1986,2.75007
Solomon Islands,Year1986,0.28212
Sri Lanka,Year1986,16.42379
Taiwan,Year1986,19.55558
Thailand,Year1986,52.12948
Timor-Leste (East Timor),Year1986,--
Tonga,Year1986,0.09374
U.S. Pacific Islands,Year1986,0.17104
Vanuatu,Year1986,0.13848
Vietnam,Year1986,61.43983
Dominican Republic,Year1986,6.51682
Wake Island,Year1986,
World,Year1986,4940.1947
Ecuador,Year1986,9.30108
El Salvador,Year1986,4.75832
Falkland Islands (Islas Malvinas),Year1986,0.002
French Guiana,Year1986,0.09
Grenada,Year1986,0.09355
Guadeloupe,Year1986,0.358
Greenland,Year1986,0.05364
Guatemala,Year1986,7.82
Guyana,Year1986,0.76338
Haiti,Year1986,6.25386
Honduras,Year1986,4.22692
Jamaica,Year1986,2.32255
Martinique,Year1986,0.357
Montserrat,Year1986,0.01121
Netherlands Antilles,Year1986,0.18433
Nicaragua,Year1986,3.26371
Panama,Year1986,2.21216
Mexico,Year1986,78.44243
Paraguay,Year1986,3.7399
Peru,Year1986,19.85549
Puerto Rico,Year1986,3.4133
Saint Kitts and Nevis,Year1986,0.04273
Saint Lucia,Year1986,0.13271
Saint Vincent/Grenadines,Year1986,0.10476
Suriname,Year1986,0.38489
Trinidad and Tobago,Year1986,1.20833
Turks and Caicos Islands,Year1986,0.00973
Uruguay,Year1986,3.03081
Saint Pierre and Miquelon,Year1986,0.00621
Venezuela,Year1986,17.45016
"Virgin Islands,  U.S.",Year1986,0.10084
"Virgin Islands, British",Year1986,0.01363
Europe,Year1986,544.93264
Albania,Year1986,3.01544
Austria,Year1986,7.56824
Belgium,Year1986,9.8618
Bosnia and Herzegovina,Year1986,--
Bulgaria,Year1986,8.95877
Croatia,Year1986,--
United States,Year1986,240.13289
Cyprus,Year1986,0.69043
Czech Republic,Year1986,--
Denmark,Year1986,5.12053
Faroe Islands,Year1986,0.04605
Finland,Year1986,4.91739
Former Czechoslovakia,Year1986,15.48092
Former Serbia and Montenegro,Year1986,--
Former Yugoslavia,Year1986,22.58388
France,Year1986,55.5418
Germany,Year1986,--
Central & South America,Year1986,331.82291
"Germany, East",Year1986,16.70349
"Germany, West",Year1986,61.01
Gibraltar,Year1986,0.02907
Greece,Year1986,9.95137
Hungary,Year1986,10.63056
Iceland,Year1986,0.243
Ireland,Year1986,3.5405
Italy,Year1986,56.7566
Luxembourg,Year1986,0.36902
Macedonia,Year1986,--
Antarctica,Year1986,
Malta,Year1986,0.34663
Montenegro,Year1986,--
Netherlands,Year1986,14.57188
Norway,Year1986,4.1666
Poland,Year1986,37.50428
Portugal,Year1986,9.90741
Romania,Year1986,22.59968
Serbia,Year1986,--
Slovakia,Year1986,--
Slovenia,Year1986,--
Antigua and Barbuda,Year1986,0.0644
Spain,Year1986,38.70756
Sweden,Year1986,8.38407
Switzerland,Year1986,6.63043
Turkey,Year1986,52.12734
United Kingdom,Year1986,56.96793
Eurasia,Year1986,280.2583
Armenia,Year1986,--
Azerbaijan,Year1986,--
Belarus,Year1986,--
Estonia,Year1986,--
North America,Year1987,349.07829
Bermuda,Year1987,0.05683
Argentina,Year1987,31.62462
Former U.S.S.R.,Year1987,282.67508
Georgia,Year1987,--
Kazakhstan,Year1987,--
Kyrgyzstan,Year1987,--
Latvia,Year1987,--
Lithuania,Year1987,--
Moldova,Year1987,--
Russia,Year1987,--
Tajikistan,Year1987,--
Turkmenistan,Year1987,--
Aruba,Year1987,0.05918
Ukraine,Year1987,--
Uzbekistan,Year1987,--
Middle East,Year1987,122.16299
Bahrain,Year1987,0.45471
Iran,Year1987,52.34019
Iraq,Year1987,16.54319
Israel,Year1987,4.21038
Jordan,Year1987,2.8239
Kuwait,Year1987,1.89154
Lebanon,Year1987,3.27798
"Bahamas, The",Year1987,0.23448
Oman,Year1987,1.61167
Palestine,Year1987,--
Qatar,Year1987,0.39695
Saudi Arabia,Year1987,14.61975
Syria,Year1987,11.24297
United Arab Emirates,Year1987,1.53044
Yemen,Year1987,11.21934
Africa,Year1987,584.06285
Algeria,Year1987,23.25496
Angola,Year1987,7.8784
Barbados,Year1987,0.25912
Benin,Year1987,4.28791
Botswana,Year1987,1.15201
Burkina Faso,Year1987,7.59181
Burundi,Year1987,5.14452
Cameroon,Year1987,10.8671
Cape Verde,Year1987,0.32587
